Name;RESEX;Entorno;Comunidade;Comunidade_T;Camera;Patrimôni;SD;Dist_comun;Altura;Instalacao;Retirada;N_fotos;Bat_in;Bat_fim;Instalador;Observaça;Vegetacao;Modelo;Transeccao;Cadeado;Problemas;Problem1_from;Problem1_to;distancia_RESEX;Distância_hidrografia;Distância_comunidade;Residências_500m;Residências_2.5km;Residências_5km;Residências_10km;Somatória_densidade;Distância_acesso_cidade
ROC-T2-C2-1850;REA;Sim;Rocha;Rocha_T1-2;2;B160316521;RCI09;1850;40;10/04/2019;04/06/2019;291;100;100;RS/Chico/Rocha;;Terra firme;E2;2;Branco 166;;;;1616.9;878.5;1845.3;0;4;11;47;0.205;1552.4
ROC-T2-C3-2780;REA;Sim;Rocha;Rocha_T1-2;3;B171015221;CENAP69;2780;30;10/04/2019;04/06/2019;282;100;100;RS/Chico/Rocha;;Terra firme;E3;2;Verde 457;;;;2329.1;699.6;2785.3;0;1;15;47;0.205;2505.3
ROC-T2-C4-5400;REA;Sim;Rocha;Rocha_T1-2;4;B171015241;CENAP01;5400;35;08/04/2019;04/06/2019;376;100;100;RS/Chico/Rocha;;Terra firme;E3;2;Verde 874;;;;2987.0;636.9;5400.0;0;0;5;41;0.205;4922.1
ROC-T2-C5-6000;REA;Sim;Rocha;Rocha_T1-2;5;B160530748;RCI12;6000;50;08/04/2019;04/06/2019;370;100;100;RS/Chico/Rocha;;Terra firme;E2;2;Branco 597;;;;2934.0;822.1;6000.0;0;0;0;41;0.205;5370.3
ROC-T3-C1-500;REA;Não;Rocha;Rocha_T3;1;B160713827;RCI41;500;40;09/04/2019;04/06/2019;280;100;100;RS/Chico/Rocha;;Páleo-Várzea;E2;3;Dourado 763;;;;406.1;429.2;794.6;0;5;14;46;0.205;614.9
ROC-T3-C2-1500;REA;Não;Rocha;Rocha_T3;2;B180845977;CENAPX;1500;35;09/04/2019;04/06/2019;228;100;100;RS/Chico/Rocha;;Terra firme;E3;3;Amarelo 866;;;;1519.0;912.4;1902.5;0;5;14;44;0.205;1729.4
ROC-T3-C3-2770;REA;Não;Rocha;Rocha_T3;3;B171015245;CENAP24;2770;50;09/04/2019;04/06/2019;288;100;100;RS/Chico/Rocha;;Terra firme;E3;3;Vermelho 956;;;;2703.3;603.6;3089.9;0;0;11;44;0.205;2797.0
ROC-T3-C4-3500;REA;Não;Rocha;Rocha_T3;4;Sem Numeração;RCI48;3500;60;09/04/2019;04/06/2019;153;100;100;RS/Chico/Rocha;;Terra firme;E2;3;Verde 089;;;;3247.9;429.9;3806.0;0;0;10;44;0.205;3367.8
ROC-T3-C5-5000;REA;Não;Rocha;Rocha_T3;5;B171014753;CENAP39;5000;35;09/04/2019;04/06/2019;549;100;100;RS/Chico/Rocha;;Terra firme;E3;3;Dourado 720;;;;3922.3;24.1;5372.6;0;0;6;38;0.205;2661.3
SAN-T1-C1-3500;REA;Sim;Santana;Santana;1;B160713836;RCI34;3500;40;27/04/2019;12/06/2019;319;100;100;RS/Raimundo/Leo;;Páleo várzea;E2;1;Azul 621;;;;9295.3;595.7;3404.4;0;0;75;273;0.205;3704.3
SAN-T1-C2-3000;REA;Sim;Santana;Santana;2;B171015231;CENAP78;3000;30;27/04/2019;12/06/2019;123;100;100;RS/Raimundo/Leo;;Páleo várzea;E3;1;Dourado 681;;;;9013.7;788.5;2896.6;0;0;83;270;0.205;3172.0
SAN-T1-C3-2500;REA;Sim;Santana;Santana;3;B180521285;CENAP85;2500;40;27/04/2019;12/06/2019;940;100;100;RS/Raimundo/Leo;;Páleo várzea;E3;1;Amarelo 891;Aranha na lente/ 30/04/2019;30/04/2019;12/06/2019;8891.9;706.2;2382.9;0;5;82;272;0.205;2698.0
SAN-T1-C4-1700;REA;Sim;Santana;Santana;4;B171015194;CENAP51;1700;50;27/04/2019;12/06/2019;1227;100;100;RS/Raimundo/Leo;;Terra firme;E3;1;Verde 157;;;;8221.0;146.5;1563.8;0;11;92;257;0.205;1577.6
SAN-T1-C5-2000;REA;Sim;Santana;Santana;5;B180520670;CENAP88;2000;40;27/04/2019;12/06/2019;312;100;100;RS/Raimundo/Leo;;Terra firme;E3;1;Dourado 107;;;;8526.9;526.6;1868.5;0;11;85;266;0.205;2066.2
SAN-T1-C6-1900;REA;Sim;Santana;Santana;;B180520679;CENAP23;1900;50;27/04/2019;12/06/2019;265;100;100;RS/Raimundo/Leo;;Terra firme;E3;1;Dourado 226;;;;8994.9;518.4;1752.4;0;10;89;281;0.205;2251.5
SFO-T1-C1-500;RMP;Não;São Francisco;São Francisco;1;B171014753;CENAP02;500;45;05/07/2019;24/08/2019;270;;66;RS/Isaqueo/Alberto;;TF;E3;1;AMARELO 866;;;;232.0;538.2;523.7;0;2;20;36;0.125;507.0
SFO-T1-C2-1000;RMP;Não;São Francisco;São Francisco;2;B171015201;CENAP60;1000;45;05/07/2019;24/08/2019;480;;100;RS/Isaqueo/Alberto;;TF;E3;1;DOURADO 673;;;;692.2;990.1;990.2;0;2;20;38;0.125;1005.5
SFO-T1-C3-1600;RMP;Não;São Francisco;São Francisco;3;B160315614;RCI19;1600;45;05/07/2019;24/08/2019;240;;66;RS/Isaqueo/Alberto;;TF;E2;1;DOURADO 850;;;;1241.1;617.4;1623.1;0;2;15;38;0.125;1667.7
SFO-T1-C4-3100;RMP;Não;São Francisco;São Francisco;4;B171014796;CENAP86;3100;45;05/07/2019;24/08/2019;430;;66;RS/Isaqueo/Alberto;;TF;E3;1;DOURADO 283;;;;2630.7;798.3;3093.6;0;0;3;45;0.125;3149.1
SFO-T1-C5-4600;RMP;Não;São Francisco;São Francisco;5;B171014269;CENAP43;4600;40;05/07/2019;24/08/2019;562;;100;RS/Isaqueo/Alberto;;TF;E3;1;DOURADO 408;;;;4189.7;2173.1;4640.7;0;0;2;33;0.125;4691.3
SFO-T1-C6-6000;RMP;Não;São Francisco;São Francisco;6;B171014757;CENAP83;6000;50;05/07/2019;24/08/2019;435;;66;RS/Isaqueo/Alberto;;TF;E3;1;AMARELO 986;;;;5010.5;1590.9;6073.8;0;0;0;38;0.125;5171.3
SFO-T2-C1-1000;RMP;Não;São Francisco;São Francisco;1;B171015245;CENAP07;1000;35;05/07/2019;24/08/2019;270;;100;Henrique/Bené/Chicó;;TF;E3;2;DOURADO 376;;;;193.8;645.3;1126.8;0;2;11;35;0.125;813.9
SFO-T2-C2-1550;RMP;Não;São Francisco;São Francisco;2;B160713836;RCI38;1550;30;05/07/2019;24/08/2019;151;;100;Henrique/Bené/Chicó;;TF;E2;2;CADEADO 578;;;;600.2;996.3;1546.1;0;2;10;35;0.125;1225.4
SFO-T2-C3-2400;RMP;Não;São Francisco;São Francisco;3;B171014783;CENAP64;2400;40;05/07/2019;24/08/2019;646;;66;Henrique/Bené/Chicó;;TF;E3;2;AMARELO 498;;;;1503.2;1438.7;2382.4;0;2;9;35;0.125;2142.9
SFO-T2-C4-3750;RMP;Não;São Francisco;São Francisco;4;B171015033;CENAP52;3750;35;05/07/2019;24/08/2019;523;;100;Henrique/Bené/Chicó;;TF;E3;2;VERMELHO 688;;;;2975.3;1197.5;3788.4;0;0;2;38;0.125;3612.7
SFO-T2-C5-4760;RMP;Não;São Francisco;São Francisco;5;B171015264;CENAP31;4760;35;05/07/2019;24/08/2019;510;;0;Henrique/Bené/Chicó;;TF;E3;2;DOURADO 107;;;;3989.8;1464.9;4794.1;0;0;2;34;0.125;4626.8
SFO-T2-C6-6000;RMP;Não;São Francisco;São Francisco;6;B171015258;CENAP74;6000;35;05/07/2019;24/08/2019;161;;66;Henrique/Bené/Chicó;;TF;E3;2;CADEADO 171;;;;5204.0;1303.6;6008.8;0;0;0;20;0.125;5841.6
SJE-T1-C1-1200;REA;Não;Extrema;Extrema_T1;1;B160316440;RCI31;1200;40;14/04/2019;07/06/2019;150;100;100;RS/Chico/Dinho;;Terra firme;E2;1;Amarelo 486;;;;1651.3;386.9;1193.4;0;4;19;69;0.205;1459.3
SJE-T1-C2-1900;REA;Não;Extrema;Extrema_T1;2;B171015088;CENAP09;1900;50;14/04/2019;07/06/2019;90;100;100;RS/Chico/Dinho;;Terra firme;E3;1;Dourado 196;;;;1192.6;623.6;1955.4;0;4;18;69;0.205;2001.2
SJE-T1-C3-2600;REA;Não;Extrema;Extrema_T1;3;B171014778;CENAP 15;2600;60;14/04/2019;07/06/2019;100;100;100;RS/Chico/Dinho;;Terra firme;E3;1;Verde 282;;;;1289.2;487.6;2609.0;0;0;8;58;0.205;2684.0
SJE-T1-C4-3900;REA;Não;Extrema;Extrema_T1;4;B171014411;CENAP 75;3900;50;14/04/2019;07/06/2019;354;100;100;RS/Chico/Dinho;;Terra firme;E3;1;Verde 595;Data desconfigurou, útlima foto 7/6/2019 16:07;;;1209.0;648.0;3924.2;0;0;8;36;0.205;3746.5
SJE-T1-C5-5100;REA;Não;Extrema;Extrema_T1;5;B171015220;CENAP 40;5100;50;14/04/2019;07/06/2019;630;100;100;RS/Chico/Dinho;;Terra firme;E3;1;Dourado 861;;;;1763.7;445.4;5116.9;0;0;1;32;0.205;5097.5
SJE-T2-C1-650;REA;Não;Extrema;Extrema_T2-3-4;1;B171015119;CENAP80;650;50;15/04/2019;07/06/2019;100;100;66;RS/Chico/Dinho;;Páleo várzea;E3;2;Dourado 788;;;;3235.0;499.5;726.8;0;17;19;63;0.205;1319.8
SJE-T2-C2-1420;REA;Não;Extrema;Extrema_T2-3-4;2;B160713813;RCI23;1420;40;15/04/2019;07/06/2019;180;100;33;RS/Chico/Dinho;;Páleo várzea;E2;2;Amarelo 285;Camera parou, última foto 28/05/2019; 28/05/2019;07/06/2019;2585.6;796.0;1498.0;0;14;18;50;0.205;2138.6
SJE-T2-C3-2250;REA;Não;Extrema;Extrema_T2-3-4;3;B171014569;CENAP13;2250;40;15/04/2019;07/06/2019;3819;100;0;RS/Chico/Dinho;;Páleo várzea;E3;2;Amarelo 320;Camera disparou;18/04/2019;07/06/2019;2195.9;660.8;2325.7;0;12;17;50;0.205;3017.8
SJE-T2-C4-3700;REA;Não;Extrema;Extrema_T2-3-4;4;B171015258;CENAP45;3700;50;15/04/2019;07/06/2019;305;100;100;RS/Chico/Dinho;;Terra firme;E3;2;??;;;;2197.8;58.7;3755.1;0;0;14;40;0.205;4492.6
SJE-T2-C5-6070;REA;Não;Extrema;Extrema_T2-3-4;5;B171014765;CENAP58;6070;40;15/04/2019;07/06/2019;133;100;100;RS/Chico/Dinho;;Terra firme;E3;2;Vermelho 136;;;;813.3;528.3;6172.6;0;0;0;19;0.205;6824.2
SJE-T3-C1-1150;REA;Não;Extrema;Extrema_T2-3-4;1;B171015025;CENAP14;1150;55;16/04/2019;08/06/2019;102;100;100;RS/Chico/Dinho;;Terra firme;E3;3;Amarelo 201;;;;2741.7;774.6;1232.0;0;17;19;61;0.205;1637.1
SJE-T3-C2-1900;REA;Não;Extrema;Extrema_T2-3-4;2;B171014765;CENAP29;1900;50;16/04/2019;08/06/2019;124;100;100;RS/Chico/Dinho;;Terra firme;E3;3;Dourado 979;;;;1948.3;842.4;2026.7;0;13;18;54;0.205;2374.2
SJE-T3-C3-2700;REA;Não;Extrema;Extrema_T2-3-4;3;B171014817;CENAP17;2700;50;16/04/2019;08/06/2019;24;100;100;RS/Chico/Dinho;;Terra firme-Tab;E3;3;Dourado 818;não reconheceu o cartão;16/04/2019;08/06/2019;1135.8;452.4;2827.0;0;0;17;44;0.205;3181.2
SJE-T4-C1-450;REA;Não;Extrema;Extrema_T2-3-4;1;B171015045;CENAP48;450;35;17/04/2019;08/06/2019;93;100;100;RS/Chico/Dinho;;Terra firme;E3;4;Dourado 740;Camera quebrou, última foto 30/04/2019; 30/04/2019;08/06/2019;4330.2;280.5;379.6;12;17;26;70;0.205;621.0
SJE-T4-C2-1070;REA;Não;Extrema;Extrema_T2-3-4;2;B160316255;RCI50;1070;35;17/04/2019;08/06/2019;298;100;100;RS/Chico/Dinho;;Terra firme-tab;E2;4;Amarelo 498;;;;3848.9;168.1;1101.7;0;14;19;60;0.205;1784.4
SJE-T4-C3-1930;REA;Não;Extrema;Extrema_T2-3-4;3;B160614241;RCI27;1930;50;17/04/2019;08/06/2019;189;100;100;RS/Chico/Dinho;;Terra firme;E2;4;Dourado 484;;;;3689.3;225.0;1876.3;0;13;18;54;0.205;2586.2
SJE-T4-C4-3250;REA;Não;Extrema;Extrema_T2-3-4;4;B171014262;CENAP44;3250;45;17/04/2019;08/06/2019;555;100;100;RS/Chico/Dinho;;Terra firme;E3;4;Branco 214;;;;2771.9;1082.8;3302.9;0;0;15;46;0.205;4044.8
SJE-T4-C5-5500;REA;Não;Extrema;Extrema_T2-3-4;5;B171015033;CENAP22;5500;40;17/04/2019;08/06/2019;279;100;100;RS/Chico/Dinho;;Terra firme;E3;4;Amarelo 699;;;;585.2;205.2;5563.2;0;0;0;40;0.205;6241.6
SJE-T4-C6-6550;REA;Não;Extrema;Extrema_T2-3-4;6;B171014781;CENAP36;6550;50;17/04/2019;08/06/2019;1533;100;66;RS/Chico/Dinho;;Terra firme;E3;4;Dourado 482;;;;509.0;521.1;6604.2;0;0;0;25;0.205;7314.5
STA-T1-C1-1170;REA;Sim;Santa Amélia;Santa Amélia;1;B180521314;CENAP91;1170;50;07/04/2019;03/06/2019;1351;100;;RS/Chico/Delegado;;Terra firme;E3;1;Azul 578;;;;11160.4;257.7;1175.5;0;18;37;72;0.205;1184.4
STA-T1-C2-1750;REA;Sim;Santa Amélia;Santa Amélia;2;B171014766;CENAP57;1750;35;07/04/2019;03/06/2019;82;100;100;RS/Chico/Delegado;;Terra firme;E3;1;Dourado 788;;;;11390.9;207.9;1759.6;0;18;37;70;0.205;1778.3
STA-T1-C3-2700;REA;Sim;Santa Amélia;Santa Amélia;3;B160614242;RCI49;2700;45;06/04/2019;03/06/2019;216;100;100;RS/Chico/Delegado;;Terra Firme;E2;1;Amarelo 345;;;;11395.1;207.6;2741.8;0;0;35;68;0.205;2761.7
STA-T1-C4-4200;REA;Sim;Santa Amélia;Santa Amélia;4;B171014783;CENAP05;4200;40;06/04/2019;03/06/2019;384;100;100;RS/Chico/Delegado;;Terra Firme;E3;1;Dourado 146;;;;10935.1;456.6;4243.3;0;0;22;57;0.205;4258.7
STA-T1-C5-6200;REA;Sim;Santa Amélia;Santa Amélia;5;B171015077;CENAP21;6200;40;06/04/2019;03/06/2019;55;100;100;RS/Chico/Delegado;;Terra firme;E3;1;Dourado 408;;;;10391.3;189.7;6259.6;0;0;0;41;0.205;6230.9
STA-T2-C1-2250;REA;Sim;Santa Amélia;Santa Amélia;1;B160316242;RCI11;2250;40;07/04/2019;03/06/2019;468;100;100;RS/Chico/Delegado;;Terra firme;E2;2;Azul 788;;;;11586.6;49.0;2274.7;0;16;37;72;0.205;2297.3
STA-T2-C2-2900;REA;Sim;Santa Amélia;Santa Amélia;2;B171015068;CENAP32;2900;35;07/04/2019;03/06/2019;444;100;100;RS/Chico/Delegado;;Terra firme;E3;2;Amarelo 826;;;;10343.2;624.3;2932.7;0;0;35;61;0.205;2857.8
STA-T2-C3-2800;REA;Sim;Santa Amélia;Santa Amélia;3;B160712554;RCI43;2800;60;07/04/2019;03/06/2019;241;100;66;RS/Chico/Delegado;;Terra firme;E2;2;Dourado 850;;;;10944.2;416.2;2812.8;0;0;35;63;0.205;2825.7
STA-T2-C4-5000;REA;Sim;Santa Amélia;Santa Amélia;4;B171015201;CENAP38;5000;45;06/04/2019;03/06/2019;252;100;100;RS/Chico/Delegado;;Terra firme;E3;2;Vermelho 688;;;;11785.5;674.6;5026.4;0;0;0;59;0.205;5047.8
STA-T2-C5-5950;REA;Sim;Santa Amélia;Santa Amélia;5;B160316254;RCI45;5950;45;06/04/2019;03/06/2019;210;100;100;RS/Chico/Delegado;;Terra firme;E2;2;Azul 902;;;;12487.0;129.0;5991.7;0;0;0;58;0.205;5932.8
